"","player_name","Position","date","overall_rating","potential","preferred_foot","attacking_work_rate","defensive_work_rate","crossing","finishing","heading_accuracy","short_passing","volleys","dribbling","curve","free_kick_accuracy","long_passing","ball_control","acceleration","sprint_speed","agility","reactions","balance","shot_power","jumping","stamina","strength","long_shots","aggression","interceptions","positioning","vision","penalties","marking","standing_tackle","sliding_tackle","gk_diving","gk_handling","gk_kicking","gk_positioning","gk_reflexes"
"30","Adem Ljajic","MF","2014-10-02 0:00",76,82,"right","medium","medium",68,72,49,74,73,82,79,79,70,83,82,79,82,69,69,75,68,68,64,76,45,32,73,72,77,22,34,34,5,13,6,5,11
"31","Adem Ljajic","MF","2016-02-19 0:00",79,83,"right","medium","medium",73,77,47,77,74,82,80,82,74,84,82,79,82,70,76,79,68,68,64,81,44,33,76,80,78,23,35,35,6,14,7,6,12
"32","Adem Ljajic","MF","2016-04-21 0:00",79,83,"right","high","medium",73,77,47,77,74,83,75,76,70,85,82,79,82,72,76,79,68,68,64,81,44,32,76,80,78,23,35,35,6,14,7,6,12
"33","Adem Ljajic","MF","2012-08-31 0:00",75,84,"right","medium","low",70,50,50,76,72,82,76,76,72,83,79,76,79,74,75,74,66,74,64,72,45,54,72,75,66,23,42,41,6,14,7,6,12
"34","Adem Ljajic","MF","2014-02-21 0:00",76,82,"right","medium","medium",68,76,48,72,74,84,80,80,60,84,82,80,82,74,66,76,68,68,64,74,46,38,74,60,70,23,40,40,6,14,7,6,12
"35","Adem Ljajic","MF","2014-02-07 0:00",77,82,"right","medium","medium",69,76,48,74,74,84,80,80,66,84,82,82,80,74,68,76,66,76,64,74,46,38,76,70,66,23,40,40,6,14,7,6,12
"36","Adem Ljajic","MF","2011-08-30 0:00",76,81,"right","medium","low",70,60,50,79,66,81,70,68,65,82,79,78,82,74,56,72,66,74,64,70,45,43,70,76,66,13,32,21,6,14,7,6,12
"37","Adem Ljajic","MF","2014-03-07 0:00",76,82,"right","medium","medium",68,74,50,74,74,84,80,80,66,84,82,80,82,72,66,76,68,68,64,76,46,38,74,60,78,23,40,40,6,14,7,6,12
"38","Adem Ljajic","MF","2015-05-29 0:00",77,82,"right","medium","medium",68,74,49,75,73,81,79,79,72,83,82,79,82,69,69,77,68,68,64,80,45,32,73,76,77,22,34,34,5,13,6,5,11
"39","Adem Ljajic","MF","2013-04-26 0:00",76,84,"right","medium","low",70,68,48,80,68,83,78,77,70,84,80,77,82,76,75,77,66,74,64,78,48,54,75,75,66,23,45,43,6,14,7,6,12
"40","Adem Ljajic","MF","2010-02-22 0:00",69,81,"right","medium","low",65,49,48,79,67,84,70,60,69,76,72,71,77,51,64,75,61,58,40,59,35,41,60,76,82,22,22,11,2,22,69,22,22
"41","Adem Ljajic","MF","2014-11-28 0:00",77,82,"right","medium","medium",68,74,49,74,73,82,79,79,70,83,82,79,82,69,69,77,68,68,64,79,45,32,73,75,77,22,34,34,5,13,6,5,11
"42","Adem Ljajic","MF","2007-02-22 0:00",69,81,"right","medium","low",65,49,48,79,67,84,70,60,69,76,72,71,77,51,64,75,61,58,40,59,35,41,60,76,82,22,22,11,2,22,69,22,22
"43","Adnan Januzaj","MF","2014-03-21 0:00",73,87,"left","medium","medium",68,63,22,73,66,81,69,64,71,78,86,74,83,66,85,57,61,54,32,66,30,20,66,76,59,25,21,21,14,9,10,11,6
"44","Adnan Januzaj","MF","2015-11-26 0:00",75,85,"left","medium","low",72,66,23,75,67,85,70,65,73,81,86,77,83,69,65,58,61,55,56,67,31,21,68,76,60,20,22,22,15,10,11,12,7
"45","Adnan Januzaj","MF","2013-12-06 0:00",69,89,"left","medium","medium",59,63,22,72,66,79,61,57,65,77,83,68,79,62,83,48,59,44,27,66,27,25,60,77,59,25,20,21,14,9,10,11,6
"46","Adnan Januzaj","MF","2014-01-31 0:00",73,89,"left","medium","medium",68,63,22,73,66,81,69,64,71,78,86,74,83,66,85,57,61,54,32,66,30,20,66,76,59,25,21,21,14,9,10,11,6
"47","Adnan Januzaj","MF","2014-10-02 0:00",75,87,"left","medium","medium",69,65,22,74,66,84,69,64,72,80,86,79,83,68,81,57,61,55,54,66,30,20,67,76,59,25,21,21,14,9,10,11,6
"48","Adnan Januzaj","MF","2013-04-26 0:00",60,80,"right","medium","medium",58,52,22,65,61,68,60,57,58,68,66,68,57,54,62,47,59,34,27,62,27,17,45,62,59,19,20,21,14,9,10,11,6
"49","Adnan Januzaj","MF","2015-01-30 0:00",75,86,"left","medium","medium",69,65,22,74,66,84,69,64,72,80,86,79,83,68,81,57,61,55,54,66,30,20,67,75,59,25,21,21,14,9,10,11,6
"50","Adnan Januzaj","MF","2014-01-24 0:00",73,89,"left","medium","medium",68,63,22,73,66,81,69,64,71,78,85,73,83,64,85,57,61,54,32,66,30,20,64,75,59,25,21,21,14,9,10,11,6
"51","Adnan Januzaj","MF","2013-12-13 0:00",69,89,"left","medium","medium",59,63,22,72,66,79,61,57,65,77,83,68,79,62,83,48,59,44,27,66,27,25,58,75,59,25,20,21,14,9,10,11,6
"52","Adnan Januzaj","MF","2013-10-25 0:00",69,87,"left","medium","medium",59,63,22,72,66,79,61,57,65,77,83,68,79,62,78,48,59,44,27,66,27,25,55,73,59,25,20,21,14,9,10,11,6
"53","Adnan Januzaj","MF","2015-09-25 0:00",75,86,"left","medium","medium",70,66,23,75,67,85,70,65,73,81,86,77,83,69,65,58,61,55,56,67,31,21,68,76,60,20,22,22,15,10,11,12,7
"54","Adnan Januzaj","MF","2015-09-21 0:00",75,86,"left","medium","medium",70,66,23,75,67,85,70,65,73,81,86,77,83,69,65,58,61,55,56,67,31,21,68,76,60,20,22,22,15,10,11,12,7
"55","Adnan Januzaj","MF","2013-12-27 0:00",70,89,"left","medium","medium",63,63,22,73,66,79,65,57,68,77,83,68,81,62,83,48,61,49,32,66,30,20,61,75,59,25,21,21,14,9,10,11,6
"56","Adnan Januzaj","MF","2013-05-17 0:00",61,80,"left","medium","medium",58,52,22,65,61,68,60,57,58,68,66,68,73,54,62,47,59,34,27,62,27,17,45,62,59,19,20,21,14,9,10,11,6
"57","Adnan Januzaj","MF","2013-09-20 0:00",63,86,"left","medium","medium",59,55,22,69,61,71,60,57,59,72,66,68,73,54,66,48,59,35,27,63,27,25,49,67,59,25,20,21,14,9,10,11,6
"58","Adnan Januzaj","MF","2007-02-22 0:00",60,80,"right","medium","medium",58,52,22,65,61,68,60,57,58,68,66,68,57,54,62,47,59,34,27,62,27,17,45,62,59,19,20,21,14,9,10,11,6
"59","Adnan Januzaj","MF","2016-01-14 0:00",75,84,"left","medium","low",72,66,23,75,67,84,70,65,73,81,85,77,84,69,65,58,61,55,56,67,31,21,68,76,60,20,22,22,15,10,11,12,7
"60","Adnan Januzaj","MF","2014-09-18 0:00",75,87,"left","medium","medium",69,65,22,74,66,83,69,64,72,80,86,79,83,68,81,57,61,55,54,66,30,20,67,76,59,25,21,21,14,9,10,11,6
"61","Adnan Januzaj","MF","2013-10-11 0:00",69,87,"left","medium","medium",59,63,22,72,66,79,61,57,65,77,83,68,79,62,78,48,59,44,27,66,27,25,55,73,59,25,20,21,14,9,10,11,6
"62","Adnan Januzaj","MF","2013-10-04 0:00",68,86,"left","medium","medium",59,55,22,69,61,79,60,57,59,76,83,68,79,62,77,48,59,44,27,63,27,25,56,73,59,25,20,21,14,9,10,11,6
"63","Adnan Januzaj","MF","2014-01-17 0:00",71,89,"left","medium","medium",66,63,22,73,66,79,65,57,68,77,83,68,81,62,83,48,61,49,32,66,30,20,61,75,59,25,21,21,14,9,10,11,6
"64","Adnan Januzaj","MF","2013-11-01 0:00",69,87,"left","medium","medium",59,63,22,72,66,79,61,57,65,77,83,68,79,62,83,48,59,44,27,66,27,25,55,73,59,25,20,21,14,9,10,11,6
"65","Ander Herrera","MF","2013-02-15 0:00",77,81,"right","high","medium",58,61,38,87,53,77,72,70,80,82,78,75,84,81,72,52,63,64,58,62,73,59,80,85,57,47,59,48,9,12,15,9,8
"66","Ander Herrera","MF","2014-04-11 0:00",79,82,"right","high","medium",58,61,38,88,60,83,72,70,81,87,78,75,84,81,74,55,63,68,58,62,77,66,80,85,57,47,59,48,9,12,15,9,8
"67","Ander Herrera","MF","2015-11-26 0:00",81,83,"right","high","medium",60,70,38,88,60,83,72,70,81,87,78,72,84,81,78,69,63,68,59,74,77,66,80,85,68,47,60,48,9,12,15,9,8
"68","Ander Herrera","MF","2007-02-22 0:00",70,83,"right","high","medium",66,64,21,82,55,75,70,53,76,78,70,71,84,63,76,52,56,62,38,55,57,64,77,85,60,40,30,39,7,22,76,22,22
"69","Ander Herrera","MF","2014-09-18 0:00",79,84,"right","high","medium",60,61,38,88,60,83,72,70,81,87,78,75,84,81,78,64,63,68,59,62,77,66,80,85,57,47,60,48,9,12,15,9,8
"70","Ander Herrera","MF","2014-04-25 0:00",79,84,"right","high","medium",58,61,38,88,60,83,72,70,81,87,78,75,84,81,78,55,63,68,58,62,77,66,80,85,57,47,60,48,9,12,15,9,8
"71","Ander Herrera","MF","2011-08-30 0:00",79,83,"right","high","medium",58,64,21,87,55,74,70,70,80,82,82,77,84,81,71,69,59,69,53,66,67,51,74,85,57,47,45,39,9,12,15,9,8
"72","Ander Herrera","MF","2010-08-30 0:00",75,83,"right","high","medium",58,64,21,87,55,74,70,70,80,82,82,79,84,81,76,69,56,68,48,66,67,51,74,85,57,47,45,39,9,12,15,9,8
"73","Ander Herrera","MF","2012-08-31 0:00",77,81,"right","high","medium",58,61,38,87,53,77,72,70,80,82,78,75,84,81,72,52,63,64,58,62,73,59,80,85,57,47,59,48,9,12,15,9,8
"74","Ander Herrera","MF","2016-01-14 0:00",81,82,"right","high","high",74,71,58,88,67,83,76,65,80,87,78,72,84,81,81,69,63,78,62,74,82,69,80,85,69,57,61,64,9,12,15,9,8
"75","Ander Herrera","MF","2012-02-22 0:00",76,83,"right","high","medium",58,64,38,87,53,74,72,70,80,82,77,77,84,81,71,61,63,72,58,62,73,59,74,85,57,47,55,48,9,12,15,9,8
"76","Ander Herrera","MF","2016-01-07 0:00",81,82,"right","high","high",74,71,58,88,67,83,76,65,80,87,78,72,84,81,81,69,63,78,63,74,82,69,80,85,69,57,61,64,9,12,15,9,8
"77","Ander Herrera","MF","2015-12-03 0:00",81,83,"right","high","medium",74,70,38,88,60,83,72,70,81,87,78,72,84,81,78,69,63,68,59,74,77,66,80,85,68,47,60,48,9,12,15,9,8
"78","Ander Herrera","MF","2013-09-20 0:00",79,82,"right","high","medium",58,61,38,88,60,83,72,70,81,87,78,75,84,81,74,55,63,68,58,62,77,66,80,85,57,47,59,48,9,12,15,9,8
"79","Ander Herrera","MF","2013-03-01 0:00",77,81,"right","high","medium",58,61,38,87,53,77,72,70,80,82,78,75,84,81,72,52,63,64,58,62,73,59,80,85,57,47,59,48,9,12,15,9,8
"80","Ander Herrera","MF","2016-03-03 0:00",81,82,"right","high","high",74,71,58,88,67,83,76,65,80,87,78,72,84,81,81,70,63,78,62,74,82,70,80,85,79,60,64,64,9,12,15,9,8
"81","Ander Herrera","MF","2015-09-21 0:00",81,84,"right","high","medium",60,68,38,88,60,83,72,70,81,87,78,72,84,81,78,69,63,68,59,74,77,66,80,85,68,47,60,48,9,12,15,9,8
"82","Ander Herrera","MF","2015-11-06 0:00",81,83,"right","high","medium",60,68,38,88,60,83,72,70,81,87,78,72,84,81,78,69,63,68,59,74,77,66,80,85,68,47,60,48,9,12,15,9,8
"83","Ander Herrera","MF","2009-08-30 0:00",70,83,"right","high","medium",66,64,21,82,55,75,70,53,76,78,70,71,84,63,76,52,56,62,38,55,57,64,77,85,60,40,30,39,7,22,76,22,22
"84","Ander Herrera","MF","2010-02-22 0:00",70,83,"right","high","medium",66,64,21,82,55,75,70,53,76,78,70,71,84,63,76,52,56,62,38,55,57,64,77,85,60,40,30,39,7,22,76,22,22
"85","Ander Herrera","MF","2013-03-22 0:00",77,81,"right","high","medium",58,61,38,87,53,77,72,70,80,82,78,75,84,81,72,52,63,64,58,62,73,59,80,85,57,47,59,48,9,12,15,9,8
"86","Ander Herrera","MF","2015-05-22 0:00",79,84,"right","high","medium",60,67,38,88,60,83,72,70,81,87,78,75,84,81,78,64,63,68,59,68,77,66,80,85,57,47,60,48,9,12,15,9,8
"87","Anders Lindegaard","GK","2008-08-30 0:00",57,62,"right","medium","medium",22,22,22,22,12,22,10,7,26,27,47,62,72,43,50,27,66,64,68,22,33,38,11,51,61,22,22,8,65,52,26,49,67
"88","Anders Lindegaard","GK","2013-02-22 0:00",78,80,"right","medium","medium",13,15,13,18,12,16,10,17,27,34,47,62,61,71,56,27,74,41,72,18,33,22,18,32,41,13,14,13,83,76,74,74,79
"89","Anders Lindegaard","GK","2013-12-27 0:00",78,80,"right","medium","medium",25,25,25,25,25,25,25,25,27,34,47,62,61,71,56,27,74,45,72,25,33,22,25,32,41,25,25,25,83,76,74,74,79
"90","Anders Lindegaard","GK","2011-08-30 0:00",74,78,"right","medium","medium",13,15,13,18,12,16,10,17,27,34,47,62,72,63,56,27,74,56,76,18,33,22,18,42,22,13,14,13,77,73,78,72,77
"91","Anders Lindegaard","GK","2015-01-23 0:00",76,76,"right","medium","medium",25,25,25,25,25,25,25,25,27,34,47,55,59,71,56,27,74,45,72,25,33,22,25,20,41,25,25,25,81,75,73,74,77
"92","Anders Lindegaard","GK","2016-06-09 0:00",77,77,"right","medium","medium",14,16,14,19,13,17,11,18,28,35,47,55,59,72,56,28,74,25,72,19,34,23,19,56,42,14,15,14,82,76,75,75,78
"93","Anders Lindegaard","GK","2013-09-20 0:00",78,80,"right","medium","medium",25,25,25,25,25,25,25,25,27,34,47,62,61,71,56,27,74,45,72,25,33,22,25,32,41,25,25,25,83,76,74,74,79
"94","Anders Lindegaard","GK","2009-08-30 0:00",64,70,"right","medium","medium",22,22,22,22,12,22,10,7,46,34,47,62,72,43,50,27,66,64,68,22,33,38,11,51,61,22,22,8,65,76,46,59,67
"95","Anders Lindegaard","GK","2007-08-30 0:00",60,62,"right","medium","medium",22,22,22,22,12,22,10,7,26,27,47,62,72,43,50,27,66,64,68,22,33,38,11,51,61,22,22,8,65,52,26,49,67
"96","Anders Lindegaard","GK","2011-02-22 0:00",76,80,"right","medium","medium",13,15,36,18,12,16,10,17,27,34,47,62,72,63,70,27,74,56,76,18,33,22,18,42,22,13,14,13,78,74,78,74,77
"97","Anders Lindegaard","GK","2016-06-02 0:00",77,77,"right","medium","medium",14,16,14,19,13,17,11,18,28,35,47,55,59,72,56,28,74,25,72,19,34,23,19,56,42,14,15,14,82,76,75,75,78
"98","Anders Lindegaard","GK","2015-09-21 0:00",77,77,"right","medium","medium",14,16,14,19,13,17,11,18,28,35,47,55,59,72,56,28,74,25,72,19,34,23,19,21,42,14,15,14,82,76,74,75,78
"99","Anders Lindegaard","GK","2016-03-17 0:00",77,77,"right","medium","medium",14,16,14,19,13,17,11,18,28,35,47,55,59,72,56,28,74,25,72,19,34,23,19,56,42,14,15,14,82,76,75,75,78
"100","Anders Lindegaard","GK","2013-02-15 0:00",78,80,"right","medium","medium",13,15,13,18,12,16,10,17,27,34,47,62,61,71,56,27,74,41,72,18,33,22,18,32,41,13,14,13,83,76,74,74,79
"101","Anders Lindegaard","GK","2014-09-18 0:00",77,77,"right","medium","medium",25,25,25,25,25,25,25,25,27,34,47,55,59,71,56,27,74,45,72,25,33,22,25,20,41,25,25,25,82,76,74,74,79
"102","Anders Lindegaard","GK","2014-05-02 0:00",77,77,"right","medium","medium",25,25,25,25,25,25,25,25,27,34,47,62,61,71,56,27,74,45,72,25,33,22,25,32,41,25,25,25,82,76,74,74,79
"103","Anders Lindegaard","GK","2016-04-21 0:00",77,77,"right","medium","medium",14,16,14,19,13,17,11,18,28,35,47,55,59,72,56,28,74,25,72,19,34,23,19,56,42,14,15,14,82,76,75,75,78
"104","Anders Lindegaard","GK","2009-02-22 0:00",63,69,"right","medium","medium",22,22,22,22,12,22,10,7,46,27,47,62,72,43,50,27,66,64,68,22,33,38,11,51,61,22,22,8,65,72,46,59,67
"105","Anders Lindegaard","GK","2010-08-30 0:00",70,75,"right","medium","medium",8,5,16,18,12,6,10,7,27,34,47,62,72,43,50,27,66,64,68,8,33,22,18,51,22,13,14,8,70,71,69,69,74
"106","Anders Lindegaard","GK","2010-02-22 0:00",65,70,"right","medium","medium",22,22,22,22,12,22,10,7,49,34,47,62,72,43,50,27,66,64,68,22,33,38,11,51,61,22,22,8,67,76,49,61,68
"107","Anders Lindegaard","GK","2014-01-10 0:00",78,78,"right","medium","medium",25,25,25,25,25,25,25,25,27,34,47,62,61,71,56,27,74,45,72,25,33,22,25,32,41,25,25,25,83,76,74,74,79
"108","Anders Lindegaard","GK","2007-02-22 0:00",57,62,"right","medium","medium",8,2,16,18,12,6,10,61,26,27,47,62,72,43,50,27,66,64,68,8,33,38,11,51,61,13,14,8,65,52,26,43,60
"109","Anders Lindegaard","GK","2016-05-19 0:00",77,77,"right","medium","medium",14,16,14,19,13,17,11,18,28,35,47,55,59,72,56,28,74,25,72,19,34,23,19,56,42,14,15,14,82,76,75,75,78
"110","Anders Lindegaard","GK","2014-03-28 0:00",77,77,"right","medium","medium",25,25,25,25,25,25,25,25,27,34,47,62,61,71,56,27,74,45,72,25,33,22,25,32,41,25,25,25,82,76,74,74,79
"111","Anders Lindegaard","GK","2012-08-31 0:00",78,80,"right","medium","medium",13,15,13,18,12,16,10,17,27,34,47,62,61,71,56,27,74,56,72,18,33,22,18,32,22,13,14,13,83,76,74,74,79
"112","Anders Lindegaard","GK","2012-02-22 0:00",78,80,"right","medium","medium",13,15,13,18,12,16,10,17,27,34,47,62,72,71,56,27,74,56,72,18,33,22,18,42,22,13,14,13,83,76,74,74,79
"113","Anders Lindegaard","GK","2016-01-28 0:00",77,77,"right","medium","medium",14,16,14,19,13,17,11,18,28,35,47,55,59,72,56,28,74,25,72,19,34,23,19,21,42,14,15,14,82,76,75,75,78
"114","Anderson","MF","2015-01-09 0:00",73,74,"left","medium","medium",71,60,70,81,53,77,81,54,79,79,77,76,79,74,78,75,75,40,68,60,68,65,71,74,62,64,70,67,12,11,13,8,12
"115","Anderson","MF","2009-08-30 0:00",80,89,"left","medium","medium",71,57,55,85,70,86,81,78,81,86,85,83,74,78,80,84,70,78,77,66,80,76,82,82,75,62,68,67,9,22,81,22,22
"116","Anderson","MF","2013-09-20 0:00",77,80,"left","medium","medium",71,60,70,82,53,82,81,55,77,84,77,78,79,75,78,78,75,79,68,57,68,70,74,77,62,64,70,65,12,11,13,8,12
"117","Anderson","MF","2015-09-25 0:00",73,74,"left","medium","medium",71,60,70,81,53,77,81,54,79,79,77,76,79,74,78,75,75,40,68,60,68,65,71,74,62,64,70,67,12,11,13,8,12
"118","Anderson","MF","2007-08-30 0:00",82,89,"left","medium","medium",73,70,51,85,70,87,81,74,78,86,86,81,74,77,80,85,70,82,70,84,54,73,78,82,81,23,36,67,9,22,78,22,22
"119","Anderson","MF","2014-04-11 0:00",76,77,"left","medium","medium",71,60,70,82,53,82,81,55,77,84,77,76,79,75,78,78,75,40,68,57,68,68,74,75,62,64,70,65,12,11,13,8,12
"120","Anderson","MF","2014-05-09 0:00",75,77,"left","medium","medium",71,60,70,82,53,82,81,55,77,84,77,76,79,74,78,78,75,40,68,60,68,65,74,76,62,64,70,67,12,11,13,8,12
"121","Anderson","MF","2011-08-30 0:00",77,82,"left","medium","medium",71,42,70,85,53,83,81,55,79,84,84,81,82,79,80,78,75,78,68,36,68,72,74,76,52,69,73,67,12,11,13,8,12
"122","Anderson","MF","2014-09-18 0:00",73,77,"left","medium","medium",71,60,70,81,53,77,81,54,79,79,77,76,79,74,78,75,75,40,68,60,68,65,71,74,62,64,70,67,12,11,13,8,12
"123","Anderson","MF","2010-08-30 0:00",78,87,"left","medium","medium",71,57,68,81,70,77,81,78,80,84,84,82,74,72,80,84,70,77,81,66,81,76,77,82,78,69,74,67,12,11,13,8,12
"124","Anderson","MF","2013-08-16 0:00",77,80,"left","medium","medium",71,60,70,82,53,82,81,55,77,84,79,78,79,75,78,78,75,81,68,57,68,70,74,77,62,64,70,65,12,11,13,8,12
"125","Anderson","MF","2013-02-15 0:00",77,80,"left","medium","medium",71,60,70,82,53,82,81,55,77,84,79,78,82,75,78,78,75,85,68,57,68,70,74,77,62,64,70,65,12,11,13,8,12
"126","Anderson","MF","2013-03-15 0:00",77,80,"left","medium","medium",71,60,70,82,53,82,81,55,77,84,79,78,82,75,78,78,75,81,68,57,68,70,74,77,62,64,70,65,12,11,13,8,12
"127","Anderson","MF","2014-07-18 0:00",75,77,"left","medium","medium",71,60,70,82,53,82,81,55,77,84,77,76,79,74,78,78,75,40,68,60,68,65,74,76,62,64,70,67,12,11,13,8,12
"128","Anderson","MF","2012-02-22 0:00",78,84,"left","medium","medium",71,60,70,83,53,83,81,55,78,85,85,81,82,76,80,78,75,87,68,57,68,71,75,79,52,64,70,65,12,11,13,8,12
"129","Anderson","MF","2013-12-06 0:00",76,77,"left","medium","medium",71,60,70,82,53,82,81,55,77,84,77,78,79,75,78,78,75,40,68,57,68,70,74,75,62,64,70,65,12,11,13,8,12
"130","Anderson","MF","2012-08-31 0:00",77,80,"left","medium","medium",71,60,70,82,53,82,81,55,77,84,79,78,82,75,78,78,75,85,68,57,68,70,74,77,52,64,70,65,12,11,13,8,12
